"Town","FIPS","Year","Entry","Rank","Variable","Measure Type","Value"
"Berlin","0900304300",2009,"Bayer Polymer LLC & Sheffield Plastics Inc. & Bayer Business & Tech Service",10,"Percent of Total Grand List","Percent",-6666
"Bethany","0900904580",2015,"Laticrete International Inc.",1,"Grand List Value","Number",13560780
"Bethany","0900904580",2015,"Connecticut Light & Power",2,"Grand List Value","Number",11988460
"Bethany","0900904580",2015,"Connecticut Water Company",3,"Grand List Value","Number",5494430
"Bethany","0900904580",2015,"Woodhaven Country Club",4,"Grand List Value","Number",1281320
"Bethany","0900904580",2015,"Uniroyal Chemical Co Inc",5,"Grand List Value","Number",911560
"Bethany","0900904580",2015,"Green Haven Inc",6,"Grand List Value","Number",873810
"Bethany","0900904580",2015,"Toyota Lease Trust",7,"Grand List Value","Number",872971
"Bethany","0900904580",2015,"Third Garden Park LTD Partnership",8,"Grand List Value","Number",711678
"Bethany","0900904580",2015,"91 Bethway Road LLC",9,"Grand List Value","Number",670220
"Bethany","0900904580",2015,"EMG Properties LLC",10,"Grand List Value","Number",668760
"Bethany","0900904580",2015,"Laticrete International Inc.",1,"Percent of Net Grand List","Percent",2.45
"Bethany","0900904580",2015,"Connecticut Light & Power",2,"Percent of Net Grand List","Percent",2.17
"Bethany","0900904580",2015,"Connecticut Water Company",3,"Percent of Net Grand List","Percent",0.99
"Bethany","0900904580",2015,"Woodhaven Country Club",4,"Percent of Net Grand List","Percent",0.23
"Bethany","0900904580",2015,"Uniroyal Chemical Co Inc",5,"Percent of Net Grand List","Percent",0.16
"Bethany","0900904580",2015,"Green Haven Inc",6,"Percent of Net Grand List","Percent",0.16
"Bethany","0900904580",2015,"Toyota Lease Trust",7,"Percent of Net Grand List","Percent",0.16
"Bethany","0900904580",2015,"Third Garden Park LTD Partnership",8,"Percent of Net Grand List","Percent",0.13
"Bethany","0900904580",2015,"91 Bethway Road LLC",9,"Percent of Net Grand List","Percent",0.12
"Bethany","0900904580",2015,"EMG Properties LLC",10,"Percent of Net Grand List","Percent",0.12
"Bethany","0900904580",2015,"Laticrete International Inc.",1,"Percent of Top 10 Total Grand List","Percent",36.62
"Bethany","0900904580",2015,"Connecticut Light & Power",2,"Percent of Top 10 Total Grand List","Percent",32.37
"Bethany","0900904580",2015,"Connecticut Water Company",3,"Percent of Top 10 Total Grand List","Percent",14.84
"Bethany","0900904580",2015,"Woodhaven Country Club",4,"Percent of Top 10 Total Grand List","Percent",3.46
"Bethany","0900904580",2015,"Uniroyal Chemical Co Inc",5,"Percent of Top 10 Total Grand List","Percent",2.46
"Bethany","0900904580",2015,"Green Haven Inc",6,"Percent of Top 10 Total Grand List","Percent",2.36
"Bethany","0900904580",2015,"Toyota Lease Trust",7,"Percent of Top 10 Total Grand List","Percent",2.36
"Bethany","0900904580",2015,"Third Garden Park LTD Partnership",8,"Percent of Top 10 Total Grand List","Percent",1.92
"Bethany","0900904580",2015,"91 Bethway Road LLC",9,"Percent of Top 10 Total Grand List","Percent",1.81
"Bethany","0900904580",2015,"EMG Properties LLC",10,"Percent of Top 10 Total Grand List","Percent",1.81
"Bethany","0900904580",2015,"Laticrete International Inc.",1,"Percent of Total Grand List","Percent",2.27
"Bethany","0900904580",2015,"Connecticut Light & Power",2,"Percent of Total Grand List","Percent",2.01
"Bethany","0900904580",2015,"Connecticut Water Company",3,"Percent of Total Grand List","Percent",0.92
"Bethany","0900904580",2015,"Woodhaven Country Club",4,"Percent of Total Grand List","Percent",0.21
"Bethany","0900904580",2015,"Uniroyal Chemical Co Inc",5,"Percent of Total Grand List","Percent",0.15
"Bethany","0900904580",2015,"Green Haven Inc",6,"Percent of Total Grand List","Percent",0.15
"Bethany","0900904580",2015,"Toyota Lease Trust",7,"Percent of Total Grand List","Percent",0.15
"Bethany","0900904580",2015,"Third Garden Park LTD Partnership",8,"Percent of Total Grand List","Percent",0.12
"Bethany","0900904580",2015,"91 Bethway Road LLC",9,"Percent of Total Grand List","Percent",0.11
"Bethany","0900904580",2015,"EMG Properties LLC",10,"Percent of Total Grand List","Percent",0.11
"Bethel","0900104720",2016,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",77543800
"Bethel","0900104720",2016,"Duracell",2,"Grand List Value","Number",47228230
"Bethel","0900104720",2016,"Steiner Inc.",3,"Grand List Value","Number",20526830
"Bethel","0900104720",2016,"Bethel Health & Rehabilitaion LLC",4,"Grand List Value","Number",13456850
"Bethel","0900104720",2016,"Toll CT II Limited Partnership",5,"Grand List Value","Number",12159880
"Bethel","0900104720",2016,"Target Corp",6,"Grand List Value","Number",10970170
"Bethel","0900104720",2016,"RMS Bethel LLC",7,"Grand List Value","Number",10142700
"Bethel","0900104720",2016,"Cedar-Bethel,LLC",8,"Grand List Value","Number",9437820
"Bethel","0900104720",2016,"Bethel AlF Property LLC",9,"Grand List Value","Number",8647580
"Bethel","0900104720",2016,"BFM Limited Partnership",10,"Grand List Value","Number",7363020
"Bethel","0900104720",2016,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",3.99
"Bethel","0900104720",2016,"Duracell",2,"Percent of Net Grand List","Percent",2.43
"Bethel","0900104720",2016,"Steiner Inc.",3,"Percent of Net Grand List","Percent",1.06
"Bethel","0900104720",2016,"Bethel Health & Rehabilitaion LLC",4,"Percent of Net Grand List","Percent",0.69
"Bethel","0900104720",2016,"Toll CT II Limited Partnership",5,"Percent of Net Grand List","Percent",0.63
"Bethel","0900104720",2016,"Target Corp",6,"Percent of Net Grand List","Percent",0.56
"Bethel","0900104720",2016,"RMS Bethel LLC",7,"Percent of Net Grand List","Percent",0.52
"Bethel","0900104720",2016,"Cedar-Bethel,LLC",8,"Percent of Net Grand List","Percent",0.49
"Bethel","0900104720",2016,"Bethel AlF Property LLC",9,"Percent of Net Grand List","Percent",0.44
"Bethel","0900104720",2016,"BFM Limited Partnership",10,"Percent of Net Grand List","Percent",0.38
"Bethel","0900104720",2016,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",35.66
"Bethel","0900104720",2016,"Duracell",2,"Percent of Top 10 Total Grand List","Percent",21.72
"Bethel","0900104720",2016,"Steiner Inc.",3,"Percent of Top 10 Total Grand List","Percent",9.44
"Bethel","0900104720",2016,"Bethel Health & Rehabilitaion LLC",4,"Percent of Top 10 Total Grand List","Percent",6.19
"Bethel","0900104720",2016,"Toll CT II Limited Partnership",5,"Percent of Top 10 Total Grand List","Percent",5.59
"Bethel","0900104720",2016,"Target Corp",6,"Percent of Top 10 Total Grand List","Percent",5.04
"Bethel","0900104720",2016,"RMS Bethel LLC",7,"Percent of Top 10 Total Grand List","Percent",4.66
"Bethel","0900104720",2016,"Cedar-Bethel,LLC",8,"Percent of Top 10 Total Grand List","Percent",4.34
"Bethel","0900104720",2016,"Bethel AlF Property LLC",9,"Percent of Top 10 Total Grand List","Percent",3.98
"Bethel","0900104720",2016,"BFM Limited Partnership",10,"Percent of Top 10 Total Grand List","Percent",3.39
"Bethel","0900104720",2016,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",3.93
"Bethel","0900104720",2016,"Duracell",2,"Percent of Total Grand List","Percent",2.4
"Bethel","0900104720",2016,"Steiner Inc.",3,"Percent of Total Grand List","Percent",1.04
"Bethel","0900104720",2016,"Bethel Health & Rehabilitaion LLC",4,"Percent of Total Grand List","Percent",0.68
"Bethel","0900104720",2016,"Toll CT II Limited Partnership",5,"Percent of Total Grand List","Percent",0.62
"Bethel","0900104720",2016,"Target Corp",6,"Percent of Total Grand List","Percent",0.56
"Bethel","0900104720",2016,"RMS Bethel LLC",7,"Percent of Total Grand List","Percent",0.51
"Bethel","0900104720",2016,"Cedar-Bethel,LLC",8,"Percent of Total Grand List","Percent",0.48
"Bethel","0900104720",2016,"Bethel AlF Property LLC",9,"Percent of Total Grand List","Percent",0.44
"Bethel","0900104720",2016,"BFM Limited Partnership",10,"Percent of Total Grand List","Percent",0.37
"Bethlehem","0900504930",2016,"Eversource Energy",1,"Grand List Value","Number",3799150
"Bethlehem","0900504930",2016,"Health Real Estate Holdings LLC",2,"Grand List Value","Number",3108050
"Bethlehem","0900504930",2016,"Millspaugh Properties",3,"Grand List Value","Number",1349800
"Bethlehem","0900504930",2016,"Ruane MT Remainder Trust",4,"Grand List Value","Number",1254110
"Bethlehem","0900504930",2016,"Watertown Fire District",5,"Grand List Value","Number",1200200
"Bethlehem","0900504930",2016,"Dufour John R Trustee",6,"Grand List Value","Number",1064190
"Bethlehem","0900504930",2016,"Underwood Lisa & Barnes Michael",7,"Grand List Value","Number",983740
"Bethlehem","0900504930",2016,"Belytsn Smpsto & Gonzalez Adalberto",8,"Grand List Value","Number",963000
"Bethlehem","0900504930",2016,"Perricone Anthony L & Greenberg Toby",9,"Grand List Value","Number",889940
"Bethlehem","0900504930",2016,"Monroe Operations",10,"Grand List Value","Number",896260
"Bethlehem","0900504930",2016,"Eversource Energy",1,"Percent of Net Grand List","Percent",1.02
"Bethlehem","0900504930",2016,"Health Real Estate Holdings LLC",2,"Percent of Net Grand List","Percent",0.83
"Bethlehem","0900504930",2016,"Millspaugh Properties",3,"Percent of Net Grand List","Percent",0.36
"Bethlehem","0900504930",2016,"Ruane MT Remainder Trust",4,"Percent of Net Grand List","Percent",0.34
"Bethlehem","0900504930",2016,"Watertown Fire District",5,"Percent of Net Grand List","Percent",0.32
"Bethlehem","0900504930",2016,"Dufour John R Trustee",6,"Percent of Net Grand List","Percent",0.28
"Bethlehem","0900504930",2016,"Underwood Lisa & Barnes Michael",7,"Percent of Net Grand List","Percent",0.26
"Bethlehem","0900504930",2016,"Belytsn Smpsto & Gonzalez Adalberto",8,"Percent of Net Grand List","Percent",0.26
"Bethlehem","0900504930",2016,"Perricone Anthony L & Greenberg Toby",9,"Percent of Net Grand List","Percent",0.24
"Bethlehem","0900504930",2016,"Monroe Operations",10,"Percent of Net Grand List","Percent",0.24
"Bethlehem","0900504930",2016,"Eversource Energy",1,"Percent of Top 10 Total Grand List","Percent",24.5
"Bethlehem","0900504930",2016,"Health Real Estate Holdings LLC",2,"Percent of Top 10 Total Grand List","Percent",20.04
"Bethlehem","0900504930",2016,"Millspaugh Properties",3,"Percent of Top 10 Total Grand List","Percent",8.7
"Bethlehem","0900504930",2016,"Ruane MT Remainder Trust",4,"Percent of Top 10 Total Grand List","Percent",8.09
"Bethlehem","0900504930",2016,"Watertown Fire District",5,"Percent of Top 10 Total Grand List","Percent",7.74
"Bethlehem","0900504930",2016,"Dufour John R Trustee",6,"Percent of Top 10 Total Grand List","Percent",6.86
"Bethlehem","0900504930",2016,"Underwood Lisa & Barnes Michael",7,"Percent of Top 10 Total Grand List","Percent",6.34
"Bethlehem","0900504930",2016,"Belytsn Smpsto & Gonzalez Adalberto",8,"Percent of Top 10 Total Grand List","Percent",6.21
"Bethlehem","0900504930",2016,"Perricone Anthony L & Greenberg Toby",9,"Percent of Top 10 Total Grand List","Percent",5.74
"Bethlehem","0900504930",2016,"Monroe Operations",10,"Percent of Top 10 Total Grand List","Percent",5.78
"Bethlehem","0900504930",2016,"Eversource Energy",1,"Percent of Total Grand List","Percent",1.01
"Bethlehem","0900504930",2016,"Health Real Estate Holdings LLC",2,"Percent of Total Grand List","Percent",0.82
"Bethlehem","0900504930",2016,"Millspaugh Properties",3,"Percent of Total Grand List","Percent",0.36
"Bethlehem","0900504930",2016,"Ruane MT Remainder Trust",4,"Percent of Total Grand List","Percent",0.33
"Bethlehem","0900504930",2016,"Watertown Fire District",5,"Percent of Total Grand List","Percent",0.32
"Bethlehem","0900504930",2016,"Dufour John R Trustee",6,"Percent of Total Grand List","Percent",0.28
"Bethlehem","0900504930",2016,"Underwood Lisa & Barnes Michael",7,"Percent of Total Grand List","Percent",0.26
"Bethlehem","0900504930",2016,"Belytsn Smpsto & Gonzalez Adalberto",8,"Percent of Total Grand List","Percent",0.25
"Bethlehem","0900504930",2016,"Perricone Anthony L & Greenberg Toby",9,"Percent of Total Grand List","Percent",0.24
"Bethlehem","0900504930",2016,"Monroe Operations",10,"Percent of Total Grand List","Percent",0.24
"Bloomfield","0900305910",2014,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",125824220
"Bloomfield","0900305910",2014,"Connecticut General Life Inc Co",2,"Grand List Value","Number",46223460
"Bloomfield","0900305910",2014,"Metropolitan Tower Life",3,"Grand List Value","Number",44457360
"Bloomfield","0900305910",2014,"Amcap Copaco LLC",4,"Grand List Value","Number",41331110
"Bloomfield","0900305910",2014,"Duncaster Inc",5,"Grand List Value","Number",30596990
"Bloomfield","0900305910",2014,"HG Conn Realty Corp",6,"Grand List Value","Number",29175320
"Bloomfield","0900305910",2014,"Bouwfonds Hawthorne LP",7,"Grand List Value","Number",26867010
"Bloomfield","0900305910",2014,"CIGNA Health & Life Ins",8,"Grand List Value","Number",26468400
"Bloomfield","0900305910",2014,"Church Home of Hartford Inc",9,"Grand List Value","Number",18783130
"Bloomfield","0900305910",2014,"Pepperidge Farm Inc",10,"Grand List Value","Number",16003410
"Bloomfield","0900305910",2014,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",6.19
"Bloomfield","0900305910",2014,"Connecticut General Life Inc Co",2,"Percent of Net Grand List","Percent",2.27
"Bloomfield","0900305910",2014,"Metropolitan Tower Life",3,"Percent of Net Grand List","Percent",2.19
"Bloomfield","0900305910",2014,"Amcap Copaco LLC",4,"Percent of Net Grand List","Percent",2.03
"Bloomfield","0900305910",2014,"Duncaster Inc",5,"Percent of Net Grand List","Percent",1.5
"Bloomfield","0900305910",2014,"HG Conn Realty Corp",6,"Percent of Net Grand List","Percent",1.43
"Bloomfield","0900305910",2014,"Bouwfonds Hawthorne LP",7,"Percent of Net Grand List","Percent",1.32
"Bloomfield","0900305910",2014,"CIGNA Health & Life Ins",8,"Percent of Net Grand List","Percent",1.3
"Bloomfield","0900305910",2014,"Church Home of Hartford Inc",9,"Percent of Net Grand List","Percent",0.92
"Bloomfield","0900305910",2014,"Pepperidge Farm Inc",10,"Percent of Net Grand List","Percent",0.79
"Bloomfield","0900305910",2014,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",31.01
"Bloomfield","0900305910",2014,"Connecticut General Life Inc Co",2,"Percent of Top 10 Total Grand List","Percent",11.39
"Bloomfield","0900305910",2014,"Metropolitan Tower Life",3,"Percent of Top 10 Total Grand List","Percent",10.96
"Bloomfield","0900305910",2014,"Amcap Copaco LLC",4,"Percent of Top 10 Total Grand List","Percent",10.19
"Bloomfield","0900305910",2014,"Duncaster Inc",5,"Percent of Top 10 Total Grand List","Percent",7.54
"Bloomfield","0900305910",2014,"HG Conn Realty Corp",6,"Percent of Top 10 Total Grand List","Percent",7.19
"Bloomfield","0900305910",2014,"Bouwfonds Hawthorne LP",7,"Percent of Top 10 Total Grand List","Percent",6.62
"Bloomfield","0900305910",2014,"CIGNA Health & Life Ins",8,"Percent of Top 10 Total Grand List","Percent",6.52
"Bloomfield","0900305910",2014,"Church Home of Hartford Inc",9,"Percent of Top 10 Total Grand List","Percent",4.63
"Bloomfield","0900305910",2014,"Pepperidge Farm Inc",10,"Percent of Top 10 Total Grand List","Percent",3.94
"Bloomfield","0900305910",2014,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",5.84
"Bloomfield","0900305910",2014,"Connecticut General Life Inc Co",2,"Percent of Total Grand List","Percent",2.14
"Bloomfield","0900305910",2014,"Metropolitan Tower Life",3,"Percent of Total Grand List","Percent",2.06
"Bloomfield","0900305910",2014,"Amcap Copaco LLC",4,"Percent of Total Grand List","Percent",1.92
"Bloomfield","0900305910",2014,"Duncaster Inc",5,"Percent of Total Grand List","Percent",1.42
"Bloomfield","0900305910",2014,"HG Conn Realty Corp",6,"Percent of Total Grand List","Percent",1.35
"Bloomfield","0900305910",2014,"Bouwfonds Hawthorne LP",7,"Percent of Total Grand List","Percent",1.25
"Bloomfield","0900305910",2014,"CIGNA Health & Life Ins",8,"Percent of Total Grand List","Percent",1.23
"Bloomfield","0900305910",2014,"Church Home of Hartford Inc",9,"Percent of Total Grand List","Percent",0.87
"Bloomfield","0900305910",2014,"Pepperidge Farm Inc",10,"Percent of Total Grand List","Percent",0.74
"Bolton","0901306260",2015,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",389218
"Bolton","0901306260",2015,"Fiano Lawrence",2,"Grand List Value","Number",132434
"Bolton","0901306260",2015,"174 Hop River Road",3,"Grand List Value","Number",115923
"Bolton","0901306260",2015,"Gorra Jennie Trustee",4,"Grand List Value","Number",113534
"Bolton","0901306260",2015,"Gorra Jennie Trustee",5,"Grand List Value","Number",105882
"Bolton","0901306260",2015,"Bolton Ice Palace LLC",6,"Grand List Value","Number",101235
"Bolton","0901306260",2015,"The Carlyle Johnson Machine Company",7,"Grand List Value","Number",98122
